#VALUE!,#VALUE!,,,
29218,Repair and maintenance of agricultural and forestry machinery,,,
29219,"Manufacture of other machinery and equipment for use in agriculture, horticulture",keeping and fodder preparation n.e.c. (manufacture of hand tools,,
or,"forestry, bee",,,
used,"in agriculture, horticulture and forestry is classified in class 2893).",tools,,
2922 ,Manufacture of machine,,,
29221,Manufacture of automatic capstans and turrets and lathes,,,
29222,"Manufacture of boring, broaching, drilling and threading machines",,,
29223,"Manufacture of milling, planning, shaping, gear cutting and slotting machines.",,,
29224,"Manufacture of grinding, lapping, honing and polishing machines",off machines,,
29225,"Manufacture of sawing, contour sawing, filling and cut",tools,,
29228,Repair and maintenance of machine,,,
29229,Manufacture of other machine tools n.e.c.,,,
2923 ,"Manufacture of machinery for metallurgy: converters, ingot moulds, ladles and",,,
casting,machines; metal rolling mills and rolls for such mills.,,,
 29231,"Manufacture of machinery for metallurgy: converters, ingot moulds, ladles and",,,
casting,machines; metal rolling mills and rolls for such mills,,,
29238,"Repair and maintenance of machinery for metallurgy: converters, ingot moulds,",,,
ladles,and casting machines; metal rolling mills and rolls for such mills,,,
2924 ,"Manufacture of machinery for mining, quarrying and construction",,,
29241,Manufacture of lifting and handling machinery specially designed for use,,,
#VALUE!,#VALUE!,,,
29242,Manufacture of boring and sinking machinery,,,
29243,"Manufacture of machinery for treating minerals by screening, sorting, separating",,,
or,similar processes,dozers and other earth moving machinery;,,
29244,"Manufacture of bulldozers, angle",,,
manufacture,"of pile drivers, pile excavators and compacting machinery",laying tractors used in construction or mining,,
29245,Manufacture of track,,,
29246,Manufacture of parts and accessories for machinery/equipment used by,,,
construction,and mining industries,,,
29248,"Manufacture of machines used in construction n.e.c.: mortar spreaders, road",,,
building,equipment etc.,,,
#VALUE!,#VALUE!,,,
#VALUE!,#VALUE!,,,
Repair,"and maintenance of machinery for mining, quarrying and construction",,,
29249,Manufacture of mining/quarrying machinery n.e.c.,,,
2925 ,"Manufacture of machinery for food, beverage and tobacco processing",,,
29251,"Manufacture of machinery for dairy industry and for processing of meat, fish and",,,
#VALUE!,#VALUE!,,,
29252,"Manufacture of machinery for processing of tea, coffee and tobacco and for",,,
making,"cigarettes or cigars, or for pipe or chewing tobacco or snuff etc.",,,
29253,Manufacture of machinery chiefly employed by grain milling industry and for the,,,
oil,"mills: machinery to clean, sort or grade seed, grain or dried leguminous",,,
vegetables;,"machinery used to produce flour, meal or other ground products;",,,
machinery,for the extration or preparation of animal or fixed vegetable fats and,,,
#VALUE!,#VALUE!,,,
29254,Manufacture of machinery for manufacture of sugar and for manufacture of,,,
bakery,and confectionery products,,,
29255,"Manufacture of machinery for manufacture of fruit/vegetable juices, malt liquors",,,
and,alcoholic beverages including machinery for processing vegetables,,,
29256,Manufacture of parts and accessories of machinery for industrial preparation or,,,
manufacture,of food or drink.,,,
29258,"Repair and maintenance of machinery for food, beverage and tobacco processing",,,
29259,"Manufacture of other machinery for beverage and tobacco processing,",,,
manufacture,of food or drink n.e.c.,,,
2926 ,"Manufacture of machinery for textile, apparel and leather production [This class",,,
includes,"manufacture of machines for preparing textile fibers, spinning machines,",,,
weaving,"machines (looms) auxiliary machinery, machinery for washing,",,,
"bleaching,","dyeing, dressing, finis hing, sewing machines, machinery for preparing",,,
"tanning,","hides, skin or leather and machinery for making or repairing of foot",,,
wears,etc.],,,
29261,Manufacture of machinery for preparation of textile fibers upto spinning stage and,,,
other,"similar machines, including ginning machinery.",,,
29262,Manufacture of spinning machines for preparing textile yarns for weaving,,,
#VALUE!,#VALUE!,,,
29263,Manufacture of weaving machines (looms) including handlooms; machines for,,,
making,"knotted net, tulle lace, braid and other special fabrics. Manufacture of",,,
auxiliary,machines or equipment for the spinning and weaving machines.,,,
29264,"Manufacture of machinery for washing, bleaching, dyeing, dressing, finishing",,,
coating,"or impregnating textile yarns, fabrics or made up apparel,; machines for",,,
applying,paste to the base fabric or other support used in the manufacture of,,,
linoleum,"or similar floor coverings; machines for reeling, unreeling, folding,",,,
cutting,or pinking textile fabrics.,,,
29265,Manufacture of sewing and knitting machines: sewing machines of all types,,,
(including,those for household use) and its heads.,,,
29266,"Manufacture of machinery for preparing, tanning or working hides, skins and",,,
leather;,"machinery for making or repairing footwear or other articles of hides,",,,
"skins,",leather of furskins.,type washing and drying machines and dry ,cleaning,
29267,Manufacture of laundry,,,
machines;,"ironing machines including fusing presses, (manufacture of centrifugal",,,
clothes,dryers is classified in class 2929),,,
29268,"Manufacture of accessories and parts of all types of machinery for textile, apparel",,,
and,leather production.,,,
#VALUE!,#VALUE!,,,
#VALUE!,#VALUE!,,,
Repair,"and maintenance of machinery for textile, apparel and leather production",,,
29269,"Manufacture of other machinery for textiles, apparel and leather production n.e.c.",,,
2927 ,Manufacture of weapons and ammunition [includes tanks and other fighting,,,
vehicles;,"heavy weapons, artillery, mobile guns; small arms such as light machine",,,
"guns,","rifles; air or gas guns and pistols; firearms which fire blank cartridges,",projected firing pistols etc.],,
signal,"flares, captive bolts and other non",,,
29271,Manufacture of weapons and ammunition,,,
29278,Repair and maintenance of weapons and ammunition,,,
2929 ,Manufacture of other special purpose machinery,,,
29291,Manufacturing of machinery for working rubber or plastics or for the manufacture,,,
of,products of these materials.,,,
29292,"Manufacture of machinery for producing tiles, bricks, shaped ceramic pastes,",,,
"pipes,","graphite electrodes, blackboard chalk, foundry mo ulds etc.",,,
29293,"Manufacture of machinery for pulp, paper and paper board industries machinery",,,
for,producing paper of a given size or shape or for producing articles such as,,,
"envelopes,","bags, boxes or cartons.",,,
29294,"Manufacture of printing machinery (presses, screen printers and other special",founding machinery; type setting machinery; machines,,
printing,"machines), type","type setting and composing machines; blocks, plates and cylinders and",,
for,photo,,,
other,printing components; book binding machinery and machines for uses,,,
ancillary,"to printing (stockers, feeders, folders, gummers, staplers)",,,
29295,Manufacture of moulding boxes for metal foundry; mould bases; moulding,,,
"patterns,","mould for metals (other than ingot moulds); metal carbides, glass,",,,
mineral,"materials, rubber or plastics and other parts special purpose machinery,",,,
not,elsewhere classified.,,,
 29296,Manufacture of cement machinery,,,
29297,Manufacture of pharmaceutical and chemical machinery,,,
29298,"Manufacture of centrifugal cloth dryers, machines to assemble electric or",,,
electronic,"lamps, tubes or bulbs in glass envelopes; machines for production of",of glass or glassware; machinery for isotopic separation,,
hot,working,,,
#VALUE!,#VALUE!,,,
#VALUE!,#VALUE!,,,
Repair,and maintenance of other special purpose machinery,,,
29299,"Manufacture of other special purpose machinery, equipment n.e.c. including part",,,
and,accessories,,,
293,"2930  Manufacture of domestic appliances, n.e.c.",,,
29301,"Manufacture of oil stoves, hurricane lanterns and oil pressure lamps",,,
29302,"Manufacture of gas stoves, cooking ranges and other similar appliances",,,
29303,Manufacture of electric fans,mechanical domestic,,
29304,Manufacture of vacuum cleaners and other electro,"contained electric motors, such as food processors and juice",,
appliances,with self,,,
extractors,etc.,thermic domestic appliances such as immersion water,,
29305,Manufacture of electro,"plates, geysers ; electro",thermic hair dressing appliances; electric,
"heaters,",hot,"wave ovens,",,
irons,"and electric/electronic cooking appliances (ovens, micro",,,
"cookers,","hot plates, toasters, coffee or tea makers etc.)",,,
29306,Manufacture of domestic refrigerators/freezers,,,
29307,"Manufacturing of items based on solar energy like solar cookers, air/water heating",,,
system,etc. except cell.,,,
29308,"Manufacture of other electric domestic appliances n.e.c. : dishwashers, household",,,
type,"laundry equipment, electric razors including parts and accessories for",,,
electrical,domestic appliances,electric) domestic appliances n.e.c. and part and,,
29309,Manufacture of other (non,electric domestic appliance,,
accessories,for electrical and non,,,
300,"3000  Manufacture of office, accounting and computing machinery",,,
30001,Manufacture of manual or electric/electronic typewriters,,,
30002,"Manufacture of hectograph or stencil duplicating machines, addressing machines",,,
and,sheet fed type offset printing machine,held or desk,top calculating machines; other calculators;,
30003,Manufacture of hand,,,
accounting,"machines, cash registers, postage franking machines, ticket issuing",,,
machines,and similar machines incorporating a calculating device.,copying apparatus incorporating an optical system or of the,,
30004,Manufacture of photo,copying apparatus,,
contact,type and thermo ,"processing machines comprising analogue elements,",,
30005,Manufacture of analog data,,,
control,elements and programming elements; additional elements for analogue,,,
computers,having an input or an output function,,,
30006,"Manufacture of complete digital systems comprising a central processing unit, an",,,
input,unit and an output unit; digital systems which include peripheral units such,,,
as,"additional input/output units, additional storage units etc",,,
30007,Manufacture of computer peripherals like magnetic disk/floppy/ winchester disk,,,
"drives,","magnetic tape /cassette/cartidge drives; punch tape readers, curve",,,
"followers,","graph plotters; serial/daisy wheel/line printers, data entry equipment",,,
with,or without visual display; web camera (digital); magnetic or optical readers;,,,
machines,for transcribing data onto data media in coded form; and so forth,,,
30008,Manufacture of other office machinery and equipment n.e.c. : machines that,,,
"sort,",wrap or count coins; automatic bank note dispensers; machines that stuff,,,
 30009,Manufacture of automatic data processing machines and other computing,,,
"machinery,",including parts and accessories for computing machinery n.e.c.,,,
311,"3110  Manufacture of electric motors, generators and transformers",,,
31101,Manufacture of generators/generating sets,,,
31102,Manufacture of transformers of all sizes and types & rewinding of electric motors,,,
31103,Manufacture of electric motors : universal AC/DC motors and DC motors or,,,
#VALUE!,#VALUE!,,,
31104,Manufacture of converters all types (including inverters),,,
31108,"Repair and maintenance of electric motors, generators and transformers",,,
31109,"Manufacture of all types of rectifiers, battery charges, inductors etc. n.e.c",,,
312,3120  31200 Manufacture of electricity distribution and control apparatus [electrical apparatus,,,
for,"switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters,",,,
surge,"suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; similar",,,
apparatus,"(including relays, sockets etc.) for a voltage not exceeding 1000 volts;",,,
"boards,","panels, consoles, cabinets and other bases equipped with two or more of",,,
the,above apparatus for electricity control or distribution of electricity including,,,
power,capacitors.],,,
313,3130  31300 Manufacture of insulated wire and cable [insulated (including enamelled or,,,
anodized),"wire, cable (including coaxial cable) and other insulated conductors;",,,
insulated,strip as is used in large capacity machines or control equipment; and,,,
optical,fibre cables],,,
314,"3140  Manufacture of accumulators, primary cells and primary batteries","acid, nickel","cadmium, nickel",iron or
31401,Manufacture of electric accumulators : lead,,,
other,accumulators,,,
31402,Manufacture of primary cells and primary batteries: cells containing manganese,,,
"oxide,","mercuric oxide, silver oxide or other material",,,
31403,"Manufacture of parts and accessories such as separators, containers, etc.",charging/re,conditioning of batteries,
31404,Re,,,
31409,"Manufacture of other accumulators, primary cells and primary batteries, n.e.c.",,,
315,3150  Manufacture of electric lamps and lighting equipment,,,
31501,Manufacture of electric filament lamps including manufacture of sealed beam,,,
lamp,units,violet or infra ,red lamps,
31502,Manufacture of ultra,cathode or other discharge lamps,,
31503,"Manufacture of discharge lamps, florescent, hot",,,
31504,Manufacture of arc lamps,,,
31505,Manufacture of flash bulbs used in photography,plates,,
31506,"M a n u facture of lighting equipment, illuminated signs, illuminated name ",,,
and,the like; flash light; torch; parts of electric lamps and lighting equipment,,,
(manufacture,of lighting equipment for cycles and motor vehicles is classified in,,,
class,3190) parts of electric lamps,,,
31509,Manufacture of other electric lamps and lightening equipment n.e.c.,,,
319,3190  Manufacture of other electrical equip ment n.e.c.,,,
31901,Manufacture of electrical ignition or starling equipment of a kind used for spark,,,
ignition,"or compression ignition internal combustion engines; ignition magnetos,",,,
 31902,Manufacture of electrical lighting (other than sealed beam lamp units) or signaling,,,
including,sound signaling equipment specialized for use on cycles and motor,misters,,
vehicles;,windscreen wipers and electric defrosters and de,,,
31903,"Manufacture of electrical signaling, safety or traffic control equipment for","waterways, ports and harbors and airports",,
"motorways,","railways, inland",magnets; electro,"magnetic or permanent magnet chucks,",
31904,Manufacture of electro,,,
"clutches,","brakes, couplings, clamps or lifting heads",,,
31905,"Manufacture of wiring sets including wiring sets of a kind used in vehicles,",,,
"aircraft,",ships or other machinery,cycles,,
31906,Manufacture of dynamos for cycles and motor,,,
31907,"Manufacture of electric sound or visual signaling apparatus (bells, sirens,",,,
indicators,"panels, burglar or fire alarms etc.)",,,
31908,"Carbon or graphite electrodes, carbon brush, lamp carbons, battery carbon with or",,,
without,metals used for electronic purpose,,,
#VALUE!,#VALUE!,,,
#VALUE!,#VALUE!,,,
Repair,and maintenance of other electrical equipment n.e.c.,,,
31909,Manufacture of parts and accessories for electrical equipment included in this,,,
class,and manufacture of other electrical and electronic equipment such as particle,,,
"accelerators,","signal generators, mine detectors, electrical mine detonators",,,
321,3210  Manufacture of electronic valves and tubes and other electronic components,cathode valves and tubes (e.g.,,
32101,"Manufacture of thermion, cold cathode or photo",,,
TV,"picture tubes, TV camera tubes, image converters and intensifiers, microwave",,,
"tubes,",receiver or amplifier valves or tubes etc.),,,
32102,"Manufacture of electrical capacitors (or condensers); fixed, variable or adjustable.",,,
32103,"Manufacture of electrical resistors including rheostats and potentiometers, other",,,
than,heating resistors.,,,
32104,Manufacture of printed circuits i.e. circuits which are made by forming on an,"conventional printing process, conductor",,
insulating,"base, by conventional or non",,,
"elements,",contacts or other printed elements.,"conductor devices, photosensitive",,
32105,"Manufacture of diodes, transistors and similar semi","devices, including photo",voltaic cells; mounted piezoelectric,
semi,conductor,,,
#VALUE!,#VALUE!,assemblies: monolithic or,,
32106,Manufacture of electronic integrated circuit and micro,"assemblies of moulded module, micro",module or,
hybrid,and electronic micro,,,
similar,types.,,,
32107,Manufacture of part and accessories for electronic valves and tubes and other,,,
electronic,components,,,
32108,Repair and maintenance of electronic valves and tubes and other electronic,,,
#VALUE!,#VALUE!,,,
32109,Manufacture of other electronic components n.e.c,,,
322,3220  Manufacture of television and radio transmitters and apparatus for line telephony,,,
and,line telegraphy,,,
32201,"Manufacture of apparatus for radio broadcasting, television transmission (includes",,,
manufacture,of relay transmitters and television transmitters for industrial use),"telegraphy,",,
32202,"Manufacture of transmission apparatus for radio telephony, radio",,,
whether,or not incorporating reception apparatus or sound recording or,receivers radio,telephony,
reproducing,apparatus; fixed transmitter and transmitter,,,
apparatus,"for transport equipment, radio telephones, “facsimile” radiotelegraphic",,,
 32203,Manufacture of television cameras of all kinds,,,
32204,Manufacture of apparatus for line telephony including such apparatus for carriercurrent,,,
line,"systems (includes manufacture of telephone sets, automatic and nonautomatic","type keys, other",,
switch,boards and exchanges; morse or morse,type,,
telegraphic,"transmitters, digital electronic exchange appartus, morse","type receivers, picture telegraphic transmitters and receivers",,
"recorders,",printer,,,
#VALUE!,#VALUE!,telephony or radio,"telegraphy,",
32205,Manufacture of reception apparatus for radio,,,
including,apparatus combined with sound recording or reproducing apparatus or a,,,
#VALUE!,#VALUE!,,,
32208,Repair and maintenance of television and radio transmitters and apparatus for line,,,
telephony,and line telegraphy,,,
32209,Manufacture of specialized part and accessories for television and radio,,,
transmitters,"and apparatus for line telephony and line telegraphy,",,,
n.e.c.(manufacture,"of general purpose parts e.g. primary batteries, installed wires,",,,
electronic,"valves, integrated circuits etc. are classified in the relevant classes).",,,
323,"3230  Manufacture of television and radio receivers, sound or video recording or",,,
reproducing,"apparatus, and associated goods",,,
32301,Manufacture of television receivers (including manufacture of video,,,
"monitors/projectors),",whether or not combined in the same housing with radiobroadcast,,,
receivers,or sound or video recording or reproducing apparatus,,,
32302,Manufacture of reception apparatus for radio broadcasting (includes apparatus,,,
with,sound recording or reproducing apparatus or a clock).,,,
32303,Manufacture of magnetic tape recorders and other sound recording apparatus,,,
(telephone,"answering machines, cassette type recorders and so forth)",,,
32304,Manufacture of video recording or reproducing apparatus(manufacture of video,,,
cameras,is classified in class 3320).,"table (record decks) record/record players, pre",recorded,
32305,Manufacture of turn,,,
cassettes,"(audio and video), cassette players and other sound reproducing",,,
#VALUE!,#VALUE!,"ups,",,
32308,Manufacture of specialized parts for equipment classified in this class (pick,"record cutters, aerials etc.) and other sound or video recording and",,
sound,"heads,",,,
reproducing,"apparatus, n.e.c.",,,
#VALUE!,#VALUE!,,,
#VALUE!,#VALUE!,,,
Repair,"and maintenance of television and radio receivers, sound or video",,,
recording,"or reproducing apparatus, and associated goods","phone, amplifiers, sound",,
32309,"Manufacture of microphones, loudspeakers, ear",,,
amplifier,sets and other sound/video reproducing apparatus n.e.c.,,,
331 ,Manufacture of medical appliances and instruments and appliances for,,,
"measuring,","checking, testing, navigating and other purposes except optical",,,
#VALUE!,#VALUE!,,,
3311 ,Manufacture of medical and surgical equipment and orthopedic appliances,"rays or alpha, beta or gamma",,
33111,Manufacture of apparatus based on the use of X,,,
"radiations,",whether or not for use in human or animal medicine. Included is the,"ray tubes, high tension generators, control panels, desks,",,
manufacture,of X,,,
screens,and the like,,,
33112,"Manufacture of instruments and appliances used in medical, surgical, dental or","diagnostic apparatus such as electrocardiographs,",,
veterinary,"practice, including electro",,,
dental,"drill engines, opthalmic instruments including sight testing",,,
"sets,","syringes, needles used in medicine and the like",,,
33113,Manufacture of sterilizers,therapy appliances; massage apparatus; artificial,,
 33114,Manufacture of mechano,,,
respiration,or other therapeutic respiratory apparatus; other breathing appliances,,,
and,gas masks other than simple protective masks,,,
33115,"Manufacture of orthopaedic appliances including crutches, surgical belts and",,,
"trusses,",orthopaedic corsets and shoes; splints and other fracture appliances;,,,
appliances,"worn, carried or implanted (e.g. hearing aids or pace makers etc.)",,,
33116,"Manufacture of artificial teeth, artificial limbs and other artificial parts of the body",,,
33119,"Manufacture of other medical and surgical equipment and orthopaedic appliances,",,,
#VALUE!,#VALUE!,,,
3312 ,"Manufacture of instruments and appliances for measuring, checking, testing,",,,
navigating,and other purposes except industrial process control equipment,,,
33121,Manufacture of regulating or controlling instruments and apparatus except,,,
industrial,"process control equipment: thermostats, pressure controllers, level",,,
regulators,and automatic regulators of electrical quantities,,,
33122,"Manufacture of supply meters for electricity, water or gas",,,
33123,Manufacture of sensitive balances and mathematical calculating instruments (e.g.,,,
measuring,"rods and tapes, micrometers, calipers, gauges etc.)",,,
33124,Manufacture of radar apparatus and radio remote control apparatus,,,
33125,Manufacture of laboratory and scientific instruments and apparatus n.e.c.:,,,
microscopes,other than optical microscopes; apparatus for measuring and,,,
checking,"electrical quantities (oscilloscopes, spectrum analyzers, instruments for",electrical,,
checking,"current, voltage, resistance); for measuring and checking non",,,
quantities,"(radiation detectors and counters, apparatus for testing and regulating",,,
vehicle,motors and instruments and apparatus specially designed for,talk meters); for testing physical properties of,,
telecommunications,such as cross,,,
the,materials; for carrying out physical or chemical analysis; and for measuring or,,,
checking,"the flow, level, pressure or other variables of liquids",,,
33126,"Manufacture of navigational, meteorological, geophysical and related instruments",,,
and,"apparatus oceanographic or hydrological instruments; seismometers,",,,
"rangefinders,","automatic pilots, sextants, ultrasonic sounding instruments and",,,
special,instruments for air navigation,,,
33127,Manufacture of specialised parts and accessories for instruments and apparatus,,,
included,in this group.,,,
33129,"Manufacture of other measuring, checking or testing instruments, apparatus or",,,
machines,"n.e.c. : hydrometers, thermometers, barometers, taximeters, pedometers,",,,
balancing,"machines, instruments for checking watches and watch parts and so",,,
#VALUE!,#VALUE!,,,
3313 ,33130 Manufacture of industrial process control equipment [apparatus used for,,,
automatic,"continuous measurement and control of variables such as temperature,",,,
"pressure,",viscosity and the like of materials or products as they are being,,,
manufactured,or otherwise processed],,,
332,3320  Manufacture of optical instruments and photographic equipment,,,
33201,"Manufacture of optical elements of glass or of any material; prisms and lenses,",,,
mirrors,"constituting optical elements; colour filters, polarizing elements;",,,
opthalmic,"lenses, including contact lenses; optical fibres and cables of optical",,,
fibres,not individually sheathed [(manufacture of optical sheathed fibres is,,,
classified,in class 3130)glass (except mirror glass) and lenses,,,
33202,"Manufacture of spectacle frames and frames fitted with lenses, whether or not the",,,
lenses,"are optically worked (e.g. sun glasses, protective glasses and corrective",,,
#VALUE!,#VALUE!,,,
33203,"Manufacture of optical instruments such as binoculars, monoculors, other optical",,,
telescopes,and their mountings; optical astronomical instruments; compound,,,
 33204,Manufacture of camera for still photography,,,
33205,Manufacture of cinematographic cameras; video cameras; cinematographic,,,
"projectors,",including those incorporating sound reproducing apparatus,,,
33208,Manufacture of specialized parts and accessories for,,,
photographic/cinematographic,"and optical instruments, n.e.c. (e.g. discharge",,,
lamps,"and other flashlight apparatus, but not flash bulbs; projection screens etc.)",,,
33209,"Manufacture of other photographic, cinematographic and optical instruments and",,,
apparatus,"n.e.c.: image projectors, enlargers and reducers including microfilm",,,
readers;,and apparatus for photographic or cinematographic laboratories),,,
333,3330  Manufacture of watches and clocks,,,
33301,Manufacture of watches and clocks of all kinds,,,
33302,Manufacture of parts and accessories for watches and clocks: watch and clock,,,
"cases,",including cases of precious metals; watch and clock movements; metal,,,
watch,"straps, watch bands and watch bracelets including those of precious metals;",,,
watch,"and clock springs, jewels, dials, ; and other parts",,,
33309,Manufacture of other watches and clocks n.e.c. : time of day recording apparatus,,,
and,apparatus for measuring recording etc. of intervals of time with a watch or,,,
clock,movement or with synchronous motor; time switched with clock or watch,,,
movement,or with synchronous motor,,,
341,3410  Manufacture of motor vehicles,,,
34101,Manufacture of heavy motor vehicles: buses and vans principally designed for,,,
transport,of persons,,,
34102,"Manufacture of motor vehicles for the transport of goods: ordinary lorries, trucks",,,
and,"goods vans; lorries with automatic discharging devices, tankers, drop frame",,,
"lorries,","refuse collectors, etc. ; special purpose motor lorries and trucks e.g. motor",,,
breakdown,"lorries, armoured cars, street sweepers, mobile medical and dental",the,road tractors for semi ,
"clinics,",travelling libraries etc.; also included over,,,
#VALUE!,#VALUE!,,,
34103,Manufacture of motor cars,,,
34104,Manufacture of jeeps and station wagons,,,
34105,"Manufacture of special purpose motor cars such as racing cars, golf cars etc.",,,
34106,Manufacture of chassis fitted with engines for the motor vehicles included in this,,,
#VALUE!,#VALUE!,ignition or spark,ignition reciprocating or rotary,
34107,Manufacture of compression,,,
internal,combustion engines used to power motor vehicles,,,
34109,Manufacture of other motor vehicles (excluding motorcycle) and related,,,
equipment,n.e.c.,,,
342,3420  Manufacture of bodies (coach work) for motor vehicles; manufacture of trailers,trailers,,
and,semi,,,
34201,Manufacture of bodies (including cabs) designed to be mounted on motor vehicle,,,
"chassis,",bodies for vehicles without chassis and unit construction bodies; bodies,,,
for,"passenger vehicles, lorries and special purpose vehicles; bodies of metal,",,,
"wood,",plastics or combination of these or other material,"trailers designed to be drawn by mo tor vehicles,",,
34202,Manufacture of trailers and semi,road trailers; parts of trailers and semi,trailers,
including,rail,,,
34203,Manufacture of containers (including the containers for the transport of fluids),,,
specially,designed and equipped for carriage by one or more modes of transport,,,
34209,Manufacture of other attachments to motor vehicles n.e.c.,,,
351 ,Building and repair of ships & boats,,,
3511 ,Building and repairing of ships [This class includes ship building and repairing,,,
(other,than yachts and other vessels for pleasure or sports) and the construction and,,,
repair,"of floating structures, whether or not used in freight/passenger carriage]",,,
35111,"Making including repair of ships and other vessels drawn by power, whether or not",,,
used,in passenger/freight carriages,,,
35112,Making and repair of ships/ vessels drawn by powers for special purposes e.g.,,,
warships,and auxiliary naval vessels; scientific investigation ships etc,"motorised vessels (i.e. barges), other than pleasure",,
35113,Building and repairing of non,,,
or,sporting boats,,,
35114,Manufacture of sections for ships or floating structures.,,,
35115,"Building of vessels the main activity of which is not navigation (e.g. dredgers, floating",,,
"docks,",floating or submersible drilling platforms),"dams, landing",,
35116,"Construction of floating structures: pontoons, inflatable rafts, coffer",,,
"stages,","buoys, floating tanks etc.",up of ships,,
35117,"Conversion, alteration and breaking",,,
35119,"Other activities relating to building and repairing of ships and boats, n.e.c.",,,
3512 ,Building and repairing of pleasure and sporting boats,,,
35121,Manufacture and repair of pleasure and sporting boats drawn by power,motorised pleasure & sporting boats including,,
35122,Building and repairing of non,,,
inflatable,boats and rafts.,,,
35123,Manufacture of parts and accessories for pleasure and sporting boats,,,
35129,Other activities relating to building and repairing of pleasure & sporting boats and,,,
their,parts & accessories n.e.c.,,,
352,3520  Manufacture of railway and tramway locomotives and rolling stock,,,
35201,Manufacture of rail locomotives: rail locomotives powered from an external,electric locomotives; rail,,
source,of electricity or by electric accumulators; diesel,,,
locomotives,powered by compression ignition engines or other means (e.g. gas,,,
"turbine,",steam engines etc.),"propelled railway or tramway coaches, vans and trucks",,
35202,Manufacture of self,propelled railway or,,
regardless,"of power source, including manufacture of self",,,
tramway,maintenance or service vehicles,,,
35203,Manufacture of specialized parts of railway or tramway locomotives or of rolling,,,
stock:,"bogies, axles and wheels, brakes and parts of brakes, hooks and coupling",,,
"devices,","shock absorbers (but not springs), wagon and locomotive frames, bodies",,,
and,corridor connections etc. (manufacture of assembled track etc. is classified in,,,
#VALUE!,#VALUE!,mechanical) signalling safety or,,
35204,Manufacture of mechanical (including electro,,,
traffic,"control equipment for railways, tramways, roads, inland water ways,",,,
parking,"facilities, port installations or air fields. The activities classified here",,,
result,"tramways, roads, inland water ways, parking facilities, port installations or",,,
air,fields. The activities classified here result in apparatus in which the signal etc.,,,
is,"operated from a control point by movement of cranks, levers, rods, chains etc.",,,
35208,Repair and maintenance of railway and tramway locomotives and rolling stock.,,,
 35209,Manufacture of other railway and tramway locomotives and rolling stock and their,,,
parts,n.e.c.,,,
353,3530  Manufacture of aircraft and spacecraft,,,
35301,"Manufacture of aircraft, including flying balloons, gliders, hang gliders and other",aircraft,,
non,powered,,,
35302,Manufacture of spacecraft,,,
35303,Manufacture of parts and accessories for aircraft and spacecraft: aircraft launching,,,
gear;,"deck arrestor or similar gear; major assemblies such as fuselages, wings,",,,
"doors,","control surfaces, landing gear and so forth; helicopter rotors etc.; motors",,,
and,engines of a kind typically found on aircraft and other specialized parts and,,,
accessories,for aircraft and space craft,,,
35308,Repair and maintenance of aircraft and spacecraft.,"craft, space craft and parts n.e.c.",,
35309,Manufacture of other air,,,
359 ,Manufacture of transport equipment n.e.c.,class,,
3591 ,Manufacture of motorcycles [Repair and maintenance is covered under sub,,,
#VALUE!,#VALUE!,,,
35911,Manufacture of motorcycles (including mopeds) and cycles fitted with an,,,
auxiliary,"engine, whether or not with an attached side car (manufacture of helmets",,,
is,classified in class 2520),,,
35912,Manufacture of scooters,wheelers,,
35913,Manufacture of three,,,
35914,"Manufacture of engines, side cars and other specialized parts and accessories for",wheelers,,
motor,"cycles, scooters and three",cycle and parts (including accessories) n.e.c.,,
35919,Manufacture of other motor,,,
3592 ,Manufacture of bicycles and invalid carriages,,,
35921,"Manufacture of bicycles and cycle rickshaws, including racing bicycles and",,,
children’s,bicycles,,,
35922,"Manufacture of invalid carriages, whether or not motorized or otherwise",,,
mechanically,propelled,rickshaws and invalid,,
35923,"Manufacture of parts and accessories for bicycles, cycle ",,,
#VALUE!,#VALUE!,,,
35929,Manufacture of other cycles including tricycles,,,
3599 ,Manufacture of other transport equipment n.e.c.,"carts, pushcarts, tongas and hand",carts etc.,
35991,Manufacture of bullock,,,
35998,Repair and maintenance of other transport equipment.,,,
35999,"Manufacture of other transport equipment n.e.c., including trolleys of various",,,
"sorts,",including those specialized for particular industries,,,
361,3610  Manufacture of furniture,,,
36101,"Manufacture of furniture & fixtures made of wood, cane & reed",,,
36102,Manufacture of furniture and fixtures primarily of metal,,,
36103,"Manufacture of furniture and fixtures, primarily of plastics",,,
36104,Manufacture of coir foam mattresses and pillows etc.,,,
36109,Manufacture of photo frame and other furniture & fixtures n.e.c.,,,
369 ,Manufacturing n.e.c.,,,
3691 ,Manufacture of jewellery and related articles,,,
 36911,"Manufacture of gold jewellery : gold, silver and other precious metal jewellery;",precious stone jewellery; gold and silver articles including,,
precious,and semi,,,
presentation,coins but not the coin used as a legal tender,,,
36912,Diamond cutting and polishing and other gem cutting and polishing,,,
36913,Minting of currency coins,,,
36919,"Manufacture of other jewelry and other articles, n.e.c.",,,
3692 ,36920 Manufacture of musical instruments [this class includes manufacture of keyboard,,,
stringed,"instruments, including automatic pianos, and other stringed instruments,",,,
keyboard,pipe organs and harmoniums and similar keyboard instruments with free,,,
metal,"reeds, accordions and similar instruments including mouth organs]",,,
